rank,frequency,word,pos
3897,-1,탄생하다,동사
3898,-1,하숙집,명사
3899,-1,학급,명사
3900,-1,해군,명사
3903,-1,효율적,명사
3904,-1,가슴속,명사
3905,-1,간,명사
3906,-1,간판,명사
3907,-1,건드리다,동사
3909,-1,관리하다,동사
3910,-1,괴로움,명사
3912,-1,근거하다,동사
3913,-1,금액,명사
3915,-1,다행히,부사
3916,-1,달래다,동사
3920,-1,동아리,명사
3921,-1,따라오다,동사
3922,-1,말리다,동사
3923,-1,맘,명사
3924,-1,먹다,보조사
3926,-1,명절,명사
3927,-1,못하다,형용사
3928,-1,바이올린,명사
3929,-1,밝혀내다,동사
3930,-1,부서지다,동사
3932,-1,비행,명사
3934,-1,상관없다,형용사
3936,-1,성립하다,동사
3937,-1,수명,명사
3938,-1,시즌,명사
3939,-1,신기하다,형용사
3940,-1,업다,동사
3943,-1,예감,명사
3944,-1,음식물,명사
3946,-1,자신감,명사
3948,-1,죄인,명사
3949,-1,주의하다,동사
3950,-1,준비물,명사
3952,-1,천,명사
3955,-1,출입,명사
3956,-1,쾌감,명사
3957,-1,탄생,명사
3958,-1,튀다,동사
3960,-1,하필,부사
3963,-1,활용,명사
3964,-1,회색,명사
3967,-1,거액,명사
3968,-1,고교,명사
3969,-1,고집하다,동사
3970,-1,곧잘,부사
3971,-1,골짜기,명사
3973,-1,교훈,명사
3974,-1,구르다,동사
3976,-1,글씨,명사
3977,-1,노래방,명사
3979,-1,단편,명사
3980,-1,달다,동사
3981,-1,대처하다,동사
3982,-1,매다,동사
3983,-1,머리카락,명사
3984,-1,명확하다,형용사
3986,-1,발걸음,명사
3987,-1,발길,명사
3988,-1,벌레,명사
3991,-1,빼앗기다,동사
3994,-1,생산자,명사
3995,-1,선진,명사
3997,-1,성인,명사
3998,-1,소매,명사
4001,-1,시멘트,명사
4002,-1,신규,명사
4003,-1,신청하다,동사
4004,-1,실은,부사
4005,-1,심판,명사
4006,-1,안기다,동사
4007,-1,양심,명사
4009,-1,이사장,명사
4010,-1,이자,명사
4011,-1,익숙해지다,동사
4013,-1,자세하다,형용사
4015,-1,저거,대명사
4016,-1,저축,명사
4017,-1,제비,명사
4018,-1,제안,명사
4019,-1,제안하다,동사
4021,-1,증세,명사
4022,-1,지난날,명사
4024,-1,진급,명사
4027,-1,콩나물,명사
4028,-1,튀어나오다,동사
4029,-1,표준,명사
4030,-1,항구,명사
4032,-1,허용,명사
4033,-1,헬기,명사
4034,-1,간신히,부사
4035,-1,갈아입다,동사
4036,-1,감다,동사
4038,-1,같이하다,동사
4039,-1,거짓,명사
4040,-1,거품,명사
4041,-1,걸어오다,동사
4043,-1,공군,명사
4046,-1,기술자,명사
4047,-1,나물,명사
4050,-1,달리기,명사
4051,-1,대도시,명사
4052,-1,도둑,명사
4054,-1,도전,명사
4058,-1,면,명사
4059,-1,모자,명사
4060,-1,보조,명사
4061,-1,불리하다,형용사
4062,-1,불편,명사
4063,-1,비비다,동사
4064,-1,사과,명사
4066,-1,살아나다,동사
4073,-1,소파,명사
4074,-1,속이다,동사
4075,-1,수면,명사
4076,-1,수천,관사
4078,-1,스무,관사
4079,-1,승부,명사
4080,-1,시기,명사
4082,-1,신념,명사
4083,-1,신입생,명사
4084,-1,어린아이,명사
4085,-1,어쩐지,부사
4086,-1,여간,부사
4087,-1,역,명사
4088,-1,연락하다,동사
4089,-1,영향력,명사
4090,-1,예의,명사
4093,-1,이내,명사
4094,-1,이리저리,부사
4095,-1,인간적,명사
4096,-1,인사하다,동사
4097,-1,임금,명사
4099,-1,잘나다,형용사
4100,-1,재능,명사
4102,-1,지불하다,동사
4107,-1,파출소,명사
4108,-1,판,명사
4110,-1,한문,명사
4112,-1,건네주다,동사
4113,-1,결승,명사
4114,-1,공공,명사
4115,-1,교양,명사
4116,-1,국왕,명사
4117,-1,규칙적,명사
4118,-1,극복,명사
4119,-1,글쎄요,감탄사
4120,-1,내려지다,동사
4121,-1,냉동,명사
4122,-1,녹다,동사
4124,-1,대개,명사
4129,-1,배추,명사
4132,-1,센터,명사
4134,-1,수염,명사
4135,-1,수집하다,동사
4136,-1,승객,명사
4137,-1,싱싱하다,형용사
4139,-1,아아,감탄사
4141,-1,어리다,동사
4142,-1,여권,명사
4143,-1,열쇠,명사
4145,-1,오렌지,명사
4146,-1,외모,명사
4149,-1,인공,명사
4151,-1,잠자리,명사
4152,-1,장남,명사
4153,-1,저마다,부사
4154,-1,전국적,명사
4155,-1,전반,명사
4160,-1,제자리,명사
4161,-1,지루하다,형용사
4170,-1,포도주,명사
4172,-1,학술,명사
4173,-1,혈액,명사
4174,-1,화살,명사
4175,-1,화재,명사
4177,-1,가르다,동사
4178,-1,각각,명사
4179,-1,간격,명사
4181,-1,고함,명사
4182,-1,공격하다,동사
4183,-1,그놈,대명사
4185,-1,기록되다,동사
4186,-1,끝없다,형용사
4187,-1,끼어들다,동사
4189,-1,노선,명사
4191,-1,답,명사
4193,-1,대사,명사
4195,-1,도망치다,동사
4196,-1,독서,명사
4198,-1,동의하다,동사
4200,-1,딱딱하다,형용사
4201,-1,땅속,명사
4203,-1,벌금,명사
4205,-1,복,명사
4206,-1,봉사,명사
4207,-1,부서,명사
4212,-1,성,명사
4213,-1,소형,명사
4214,-1,신인,명사
4218,-1,악몽,명사
4219,-1,안내,명사
4220,-1,앞뒤,명사
4221,-1,언덕,명사
4223,-1,열정,명사
4224,-1,오페라,명사
4229,-1,입맛,명사
4230,-1,재즈,명사
4232,-1,적응하다,동사
4233,-1,절대,명사
4234,-1,접시,명사
4236,-1,제공,명사
4237,-1,지나치다,동사
4240,-1,참가,명사
4241,-1,체중,명사
4242,-1,추석,명사
4243,-1,충돌,명사
4244,-1,통로,명사
4246,-1,포장,명사
4247,-1,해소,명사
4248,-1,행해지다,동사
4249,-1,현관,명사
4250,-1,현대인,명사
4251,-1,혜택,명사
4252,-1,호수,명사
4253,-1,확,부사
4255,-1,건너가다,동사
4258,-1,골고루,부사
4259,-1,구석구석,명사
4261,-1,그제서야,부사
4262,-1,껌,명사
4265,-1,녹색,명사
4266,-1,다,명사
4268,-1,등록증,명사
4269,-1,막내,명사
4273,-1,반복되다,동사
4274,-1,발전,명사
4275,-1,방해,명사
4276,-1,번호,명사
4277,-1,벼,명사
4279,-1,본인,명사
4281,-1,상점,명사
4285,-1,수백,관사
4288,-1,실장,명사
4289,-1,쓸쓸하다,형용사
4290,-1,악수,명사
4291,-1,애,명사
4292,-1,어지럽다,형용사
4293,-1,어찌하다,동사
4294,-1,예정되다,동사
4296,-1,이중,명사
4298,-1,인원,명사
4299,-1,인정받다,동사
4300,-1,인터뷰,명사
4302,-1,입학하다,동사
4303,-1,자랑,명사
4304,-1,저것,대명사
4305,-1,정문,명사
4311,-1,착각,명사
4312,-1,창,명사
4313,-1,친정,명사
4314,-1,켜지다,동사
4315,-1,타입,명사
4317,-1,팩,명사
4318,-1,표시하다,동사
4319,-1,행하다,동사
4320,-1,활짝,부사
4321,-1,감상하다,동사
4322,-1,개별,명사
4325,-1,공식적,명사
4326,-1,그런대로,부사
4328,-1,기독교,명사
4329,-1,깨달음,명사
4331,-1,끼다,동사
4332,-1,넘어지다,동사
4334,-1,눈부시다,형용사
4335,-1,단점,명사
4337,-1,들려주다,동사
4338,-1,뚜껑,명사
4339,-1,마음먹다,동사
4340,-1,목록,명사
4341,-1,반복하다,동사
4342,-1,반성하다,동사
4345,-1,별명,명사
4346,-1,보전,명사
4348,-1,불어오다,동사
4352,-1,소유하다,동사
4353,-1,수박,명사
4354,-1,스위치,명사
4355,-1,신세,명사
4356,-1,아까,명사
4357,-1,알아내다,동사
4358,-1,암,명사
4360,-1,야단,명사
4361,-1,얘,감탄사
4364,-1,연결,명사
4365,-1,연관,명사
4368,-1,용서하다,동사
4369,-1,우정,명사
4371,-1,육군,명사
4372,-1,음식점,명사
4373,-1,의논하다,동사
4380,-1,주요하다,형용사
4381,-1,죽,명사
4383,-1,차마,부사
4384,-1,참조,명사
4386,-1,첫째,관사
4388,-1,타고나다,동사
4389,-1,태우다,동사
4392,-1,행사,명사
4393,-1,향수,명사
4394,-1,허용되다,동사
4397,-1,가입,명사
4398,-1,가정,명사
4402,-1,과자,명사
4403,-1,교체,명사
4405,-1,김,명사
4407,-1,꼬마,명사
4408,-1,끝없이,부사
4409,-1,나르다,동사
4411,-1,놀리다,동사
4412,-1,늘어놓다,동사
4413,-1,닫히다,동사
4415,-1,대표하다,동사
4416,-1,대학교,명사
4417,-1,도로,부사
4418,-1,돼지고기,명사
4419,-1,두려워하다,동사
4420,-1,뜻밖,명사
4421,-1,막걸리,명사
4422,-1,맡다,동사
4424,-1,미스,명사
4425,-1,밀리다,동사
4426,-1,밥그릇,명사
4427,-1,방문,명사
4429,-1,병들다,동사
4430,-1,부러지다,동사
4433,-1,불꽃,명사
4436,-1,상대성,명사
4437,-1,설문,명사
4438,-1,소설가,명사
4443,-1,쓸다,동사
4444,-1,안녕히,부사
4445,-1,안팎,명사
4448,-1,예방하다,동사
4449,-1,올,명사
4451,-1,유의하다,동사
4452,-1,유학,명사
4453,-1,이해되다,동사
4454,-1,인하,명사
4456,-1,작성,명사
4457,-1,잘리다,동사
4459,-1,전달,명사
4460,-1,전시회,명사
4461,-1,전화하다,동사
4462,-1,전환하다,동사
4463,-1,정치학,명사
4464,-1,좌석,명사
4467,-1,주문,명사
4468,-1,집안일,명사
4469,-1,체계적,명사
4470,-1,출근,명사
4471,-1,크림,명사
4472,-1,탁월하다,형용사
4473,-1,텅,부사
4474,-1,토하다,동사
4478,-1,푹,부사
4479,-1,한순간,명사
4483,-1,가사,명사
4484,-1,가입자,명사
4485,-1,감소하다,동사
4486,-1,개구리,명사
4487,-1,결과적,명사
4489,-1,괴롭히다,동사
4490,-1,구별,명사
4495,-1,깨우다,동사
4496,-1,끈,명사
4497,-1,끊기다,동사
4498,-1,끊임없다,형용사
4500,-1,넉넉하다,형용사
4503,-1,동전,명사
4505,-1,두어,관사
4508,-1,마약,명사
4512,-1,밑바닥,명사
4514,-1,보도되다,동사
4515,-1,보리,명사
4516,-1,본부,명사
4517,-1,부,명사
4523,-1,성숙하다,동사
4524,-1,소극적,명사
4525,-1,소용,명사
4526,-1,손질하다,동사
4527,-1,수건,명사
4528,-1,순식간,명사
4530,-1,시도,명사
4532,-1,시집,명사
4533,-1,아무개,대명사
4534,-1,약점,명사
4535,-1,양복,명사
4536,-1,어째서,부정사
4537,-1,어쩌다,부사
4538,-1,얼다,동사
4539,-1,여,명사
4540,-1,연령,명사
4541,-1,예비,명사
4542,-1,울음소리,명사
4543,-1,이놈,대명사
4544,-1,이력서,명사
4545,-1,인정되다,동사
4547,-1,잠자다,동사
4550,-1,젓가락,명사
4554,-1,중단하다,동사
4555,-1,중대하다,형용사
4556,-1,중심지,명사
4560,-1,집중적,명사
4562,-1,참되다,형용사
4563,-1,초청,명사
4564,-1,출판사,명사
4566,-1,탁자,명사
4567,-1,토끼,명사
4570,-1,퍽,부사
4571,-1,풍속,명사
4572,-1,피아노,명사
4573,-1,핑계,명사
4574,-1,한층,부사
4575,-1,행운,명사
4576,-1,가로막다,동사
4577,-1,간섭,명사
4578,-1,갈증,명사
4580,-1,갑작스럽다,형용사
4582,-1,교환하다,동사
4586,-1,그래야,부정사
4587,-1,기원,명사
4588,-1,길가,명사
4589,-1,난리,명사
4590,-1,남매,명사
4591,-1,내버리다,동사
4594,-1,달리하다,동사
4598,-1,뛰어가다,동사
4601,-1,미사일,명사
4602,-1,발가락,명사
4607,-1,보존,명사
4608,-1,보호되다,동사
4609,-1,뵙다,동사
4611,-1,부치다,동사
4615,-1,상관,명사
4616,-1,설명되다,동사
4617,-1,섭섭하다,형용사
4619,-1,세련되다,형용사
4620,-1,손쉽다,형용사
4623,-1,안주,명사
4624,-1,어린애,명사
4628,-1,열기,명사
4630,-1,옷차림,명사
4632,-1,위로하다,동사
4633,-1,이같이,부사
4636,-1,인형,명사
4638,-1,일치,명사
4641,-1,재생,명사
4643,-1,전철,명사
4652,-1,찢어지다,동사
4653,-1,철학자,명사
4656,-1,축하하다,동사
4658,-1,컬러,명사
4659,-1,통화,명사
4661,-1,특이하다,형용사
4662,-1,필연적,명사
4663,-1,하룻밤,명사
4666,-1,흘러내리다,동사
4668,-1,가짜,명사
4669,-1,강도,명사
4671,-1,곰,명사
4676,-1,급히,부사
4677,-1,기념,명사
4679,-1,나아지다,동사
4680,-1,넘어오다,동사
4685,-1,되돌리다,동사
4687,-1,띄우다,동사
4690,-1,매너,명사
4693,-1,민속,명사
4696,-1,버려지다,동사
4701,-1,빗물,명사
4702,-1,사위,명사
4704,-1,설날,명사
4705,-1,설득하다,동사
4707,-1,손질,명사
4708,-1,손톱,명사
4711,-1,식빵,명사
4712,-1,아르바이트,명사
4717,-1,외로움,명사
4718,-1,외우다,동사
4720,-1,운전자,명사
4721,-1,유리창,명사
4725,-1,입대,명사
4730,-1,적성,명사
4731,-1,전망하다,동사
4736,-1,집단적,명사
4738,-1,차이점,명사
4740,-1,찬물,명사
4741,-1,철도,명사
4742,-1,총각,명사
4747,-1,캠페인,명사
4748,-1,태풍,명사
4750,-1,한눈,명사
4751,-1,햇볕,명사
4753,-1,홍수,명사
4755,-1,가뭄,명사
4756,-1,간접,명사
4757,-1,강력히,부사
4758,-1,개선되다,동사
4760,-1,건네다,동사
4761,-1,게,명사
4763,-1,결심,명사
4767,-1,곧장,부사
4769,-1,교직,명사
4770,-1,구속하다,동사
4772,-1,귀중하다,형용사
4773,-1,긁다,동사
4774,-1,금지하다,동사
4775,-1,기사,명사
4776,-1,기숙사,명사
4778,-1,나뭇잎,명사
4779,-1,내쉬다,동사
4780,-1,넓어지다,동사
4781,-1,늘어지다,동사
4782,-1,단독,명사
4789,-1,마음껏,부사
4790,-1,몰려들다,동사
4793,-1,미팅,명사
4794,-1,바,명사
4796,-1,발자국,명사
4797,-1,뱉다,동사
4798,-1,벌어지다,동사
4799,-1,보너스,명사
4802,-1,산책,명사
4803,-1,생기,명사
4805,-1,서적,명사
4807,-1,소화,명사
4808,-1,수험생,명사
4809,-1,시끄럽다,형용사
4810,-1,신세대,명사
4813,-1,안기다,동사
4814,-1,어기다,동사
4815,-1,어때,부정사
4816,-1,엘리베이터,명사
4817,-1,연구원,명사
4819,-1,연애,명사
4820,-1,연휴,명사
4821,-1,요약하다,동사
4822,-1,운동하다,동사
4823,-1,월요일,명사
4824,-1,위성,명사
4826,-1,의외로,부사
4827,-1,이모,명사
4828,-1,자살,명사
4833,-1,제시,명사
4834,-1,제외되다,동사
4835,-1,조카,명사
4836,-1,주소,명사
4838,-1,찍히다,동사
4841,-1,철,명사
4844,-1,취직,명사
4846,-1,타락,명사
4847,-1,통화,명사
4848,-1,틀림없이,부사
4849,-1,파티,명사
4856,-1,회관,명사
4862,-1,계획하다,동사
4864,-1,공연장,명사
4868,-1,국적,명사
4871,-1,근래,명사
4874,-1,나뉘다,동사
4875,-1,낱말,명사
4876,-1,내외,명사
4877,-1,냄비,명사
4878,-1,늑대,명사
4879,-1,늘어서다,동사
4880,-1,다정하다,형용사
4881,-1,달다,형용사
4882,-1,달려들다,동사
4888,-1,망원경,명사
4890,-1,모범,명사
4891,-1,무리하다,형용사
4892,-1,묶이다,동사
4896,-1,방해하다,동사
4897,-1,뱀,명사
4903,-1,뵈다,동사
4906,-1,상류,명사
4907,-1,석,관사
4909,-1,선명하다,형용사
4910,-1,선호하다,동사
4911,-1,성공적,명사
4912,-1,소규모,명사
4914,-1,수시로,부사
4915,-1,시야,명사
4917,-1,실현되다,동사
4918,-1,아니야,감탄사
4919,-1,어느덧,부사
4922,-1,오르내리다,동사
4923,-1,왕자,명사
4924,-1,우수하다,형용사
4926,-1,유명,명사
4929,-1,유형,명사
4930,-1,으레,부사
4933,-1,일상적,명사
4934,-1,일일이,부사
4936,-1,전공하다,동사
4938,-1,전후,명사
4939,-1,정상,명사
4940,-1,정상적,명사
4942,-1,질적,명사
4945,-1,철,명사
4946,-1,청소하다,동사
4947,-1,충격적,명사
4948,-1,치아,명사
4950,-1,판,명사
4951,-1,편의,명사
4952,-1,폐지,명사
4955,-1,해설,명사
4956,-1,헌,관사
4962,-1,흑백,명사
4963,-1,희생,명사
4964,-1,가까워지다,동사
4966,-1,감사하다,동사
4967,-1,강도,명사
4968,-1,경비,명사
4969,-1,경제력,명사
4976,-1,금하다,동사
4977,-1,기대되다,동사
4980,-1,깊숙이,부사
4982,-1,꿀,명사
4984,-1,넘어뜨리다,동사
4985,-1,농사짓다,동사
4987,-1,단단하다,형용사
4988,-1,담당자,명사
4989,-1,답변,명사
4990,-1,대비,명사
4991,-1,대체,부사
4992,-1,더욱더,부사
4993,-1,도심,명사
4994,-1,된장,명사
4995,-1,둘러싸이다,동사
4996,-1,등산,명사
4997,-1,마찰,명사
4998,-1,마크,명사
4999,-1,만족,명사
5000,-1,망치다,동사
5002,-1,메뉴,명사
5005,-1,묘사,명사
5007,-1,문화적,명사
5008,-1,묻히다,동사
5009,-1,미혼,명사
5010,-1,발전되다,동사
5011,-1,방송사,명사
5012,-1,방지하다,동사
5016,-1,사표,명사
5019,-1,삼가다,동사
5020,-1,생방송,명사
5023,-1,셋째,관사
5024,-1,소홀히,부사
5025,-1,손발,명사
5031,-1,쌍둥이,명사
5032,-1,안내하다,동사
5033,-1,앉히다,동사
5037,-1,영하,명사
5038,-1,옆구리,명사
5039,-1,외교관,명사
5040,-1,외국어,명사
5042,-1,웬만하다,형용사
5043,-1,유행하다,동사
5045,-1,으응,감탄사
5046,-1,이어서,부사
5048,-1,자장면,명사
5049,-1,자정,명사
5052,-1,종합하다,동사
5053,-1,중학생,명사
5057,-1,짜다,동사
5061,-1,최후,명사
5062,-1,취재,명사
5063,-1,치다,동사
5064,-1,테러,명사
5065,-1,토론회,명사
5067,-1,한잔,명사
5069,-1,호주머니,명사
5070,-1,휴일,명사
5071,-1,가난,명사
5072,-1,가죽,명사
5077,-1,관계없이,부사
5080,-1,군,명사
5085,-1,기다,동사
5087,-1,다툼,명사
5088,-1,달력,명사
5092,-1,대낮,명사
5094,-1,데려가다,동사
5095,-1,도자기,명사
5096,-1,돌멩이,명사
5098,-1,되돌아오다,동사
5099,-1,두께,명사
5100,-1,뒤쪽,명사
5104,-1,모조리,부사
5108,-1,변경,명사
5110,-1,부지런히,부사
5114,-1,사슴,명사
5117,-1,삼촌,명사
5118,-1,상당수,명사
5121,-1,소풍,명사
5122,-1,속옷,명사
5123,-1,손목,명사
5124,-1,손실,명사
5125,-1,슬쩍,부사
5126,-1,시나리오,명사
5127,-1,신문지,명사
5128,-1,실컷,부사
5129,-1,양보하다,동사
5131,-1,엔진,명사
5132,-1,용,명사
5133,-1,운행,명사
5135,-1,이대로,부사
5136,-1,인간성,명사
5138,-1,인상적,명사
5139,-1,자라나다,동사
5140,-1,전시,명사
5142,-1,조그마하다,형용사
5143,-1,주차장,명사
5144,-1,주한,명사
5145,-1,중년,명사
5147,-1,지다,동사
5148,-1,찌꺼기,명사
5154,-1,춤추다,동사
5157,-1,테니스,명사
5158,-1,파리,명사
5159,-1,포스터,명사
5160,-1,포함,명사
5163,-1,형식적,명사
5164,-1,호남,명사
5166,-1,후회하다,동사
5167,-1,가이드,명사
5168,-1,가입하다,동사
5170,-1,감소,명사
5175,-1,고르다,형용사
5176,-1,고속도로,명사
5179,-1,공책,명사
5181,-1,구분되다,동사
5182,-1,구입,명사
5184,-1,기여,명사
5185,-1,기호,명사
5186,-1,꾸리다,동사
5189,-1,낭비,명사
5191,-1,내외,명사
5195,-1,대략,부사
5198,-1,덮이다,동사
5199,-1,도리어,부사
5201,-1,똑바로,부사
5202,-1,라인,명사
5203,-1,렌즈,명사
5206,-1,멋있다,형용사
5207,-1,멸치,명사
5210,-1,바람,명사
5211,-1,발목,명사
5212,-1,밤늦다,형용사
5213,-1,방울,명사
5215,-1,배,명사
5216,-1,벌,명사
5217,-1,보관,명사
5218,-1,보살피다,동사
5219,-1,보완하다,동사
5220,-1,보존하다,동사
5223,-1,빨다,동사
5224,-1,빼놓다,동사
5225,-1,사상,명사
5226,-1,사춘기,명사
5227,-1,상반기,명사
5229,-1,서점,명사
5230,-1,선전,명사
5231,-1,설립하다,동사
5234,-1,수집,명사
5235,-1,수필,명사
5237,-1,신기하다,형용사
5238,-1,신비,명사
5239,-1,신설,명사
5240,-1,실감,명사
5241,-1,실망,명사
5244,-1,쓰다듬다,동사
5246,-1,알루미늄,명사
5247,-1,알아주다,동사
5248,-1,양말,명사
5249,-1,여우,명사
5252,-1,와,감탄사
5257,-1,외출,명사
5258,-1,용기,명사
5259,-1,웨이터,명사
5260,-1,유발하다,동사
5261,-1,유지되다,동사
5264,-1,자가용,명사
5266,-1,잡아당기다,동사
5273,-1,점검,명사
5275,-1,정말,감탄사
5276,-1,정원,명사
5277,-1,조기,명사
5278,-1,존경하다,동사
5279,-1,종,명사
5281,-1,종소리,명사
5283,-1,중순,명사
5284,-1,지각,명사
5285,-1,직선,명사
5288,-1,참외,명사
5291,-1,체하다,보조사
5292,-1,체험하다,동사
5293,-1,초대하다,동사
5294,-1,총,명사
5295,-1,칭찬하다,동사
5296,-1,코치,명사
5298,-1,통일하다,동사
5301,-1,패션,명사
5302,-1,프린터,명사
5303,-1,피디,명사
5304,-1,하나하나,부사
5305,-1,학위,명사
5308,-1,회의,명사
5311,-1,가로등,명사
5312,-1,감,명사
5313,-1,개개인,명사
5314,-1,걷다,동사
5316,-1,고집,명사
5323,-1,금,명사
5324,-1,급격히,부사
5325,-1,기능,명사
5326,-1,기막히다,형용사
5327,-1,나누어지다,동사
5328,-1,낙엽,명사
5330,-1,넘겨주다,동사
5331,-1,논리적,명사
5334,-1,다가서다,동사
5337,-1,대기하다,동사
5339,-1,대접,명사
5341,-1,동창,명사
5342,-1,두리번거리다,동사
5343,-1,말다,동사
5344,-1,맞은편,명사
5346,-1,멋,명사
5347,-1,면,명사
5351,-1,밤하늘,명사
5352,-1,변명,명사
5353,-1,보자기,명사
5356,-1,부상,명사
5359,-1,분리하다,동사
5360,-1,붙들다,동사
5362,-1,사들이다,동사
5365,-1,상관없이,부사
5367,-1,새우,명사
5368,-1,선원,명사
5369,-1,설사,부사
5372,-1,실망하다,동사
5373,-1,심해지다,동사
5374,-1,씨름,명사
5375,-1,아쉬움,명사
5376,-1,앞길,명사
5377,-1,약해지다,동사
5378,-1,어젯밤,명사
5379,-1,엉망,명사
5380,-1,여관,명사
5381,-1,여쭈다,동사
5382,-1,연습하다,동사
5383,-1,연출하다,동사
5384,-1,열중하다,동사
5385,-1,영웅,명사
5386,-1,오,감탄사
5388,-1,유산,명사
5391,-1,의도적,명사
5392,-1,이따금,부사
5393,-1,임신부,명사
5395,-1,장기적,명사
5396,-1,재주,명사
5399,-1,전설,명사
5401,-1,절,명사
5403,-1,젖,명사
5406,-1,조르다,동사
5408,-1,주문하다,동사
5409,-1,주사,명사
5411,-1,지겹다,형용사
5414,-1,짐작,명사
5415,-1,쫓겨나다,동사
5416,-1,찢다,동사
5417,-1,채널,명사
5420,-1,출근하다,동사
5421,-1,취소하다,동사
5422,-1,취업,명사
5423,-1,칠하다,동사
5424,-1,타오르다,동사
5425,-1,탁,부사
5426,-1,판,명사
5427,-1,평,명사
5428,-1,평화롭다,형용사
5429,-1,표시,명사
5430,-1,표시,명사
5431,-1,하반기,명사
5432,-1,한구석,명사
5433,-1,한하다,동사
5435,-1,해답,명사
5436,-1,해소하다,동사
5437,-1,허락하다,동사
5438,-1,확립하다,동사
5439,-1,확신하다,동사
5441,-1,흥분,명사
5442,-1,흥분하다,동사
5443,-1,힘겹다,형용사
5445,-1,감수성,명사
5447,-1,거들다,동사
5448,-1,건너편,명사
5452,-1,경치,명사
5460,-1,급속히,부사
5461,-1,급증하다,동사
5463,-1,깔끔하다,형용사
5464,-1,꼼꼼하다,형용사
5465,-1,낮아지다,동사
5470,-1,단순,명사
5471,-1,대사,명사
5473,-1,두세,관사
5475,-1,때,명사
5476,-1,매,명사
5478,-1,먹고살다,동사
5479,-1,멎다,동사
5481,-1,면담,명사
5485,-1,모집,명사
5486,-1,모퉁이,명사
5488,-1,바구니,명사
5489,-1,바싹,부사
5490,-1,발달되다,동사
5491,-1,발음,명사
5492,-1,방울,명사
5493,-1,보름,명사
5496,-1,봉지,명사
5498,-1,부딪히다,동사
5500,-1,비상,명사
5501,-1,비서,명사
5502,-1,뿌리치다,동사
5503,-1,사업자,명사
5505,-1,상대편,명사
5506,-1,세트,명사
5507,-1,소망,명사
5508,-1,수동적,명사
5509,-1,술잔,명사
5511,-1,슬그머니,부사
5513,-1,시장,명사
5514,-1,시청률,명사
5516,-1,신문사,명사
5519,-1,여군,명사
5520,-1,연인,명사
5521,-1,연장,명사
5523,-1,열흘,명사
5524,-1,예선,명사
5527,-1,옥수수,명사
5528,-1,원,명사
5530,-1,은행나무,명사
5532,-1,이웃집,명사
5535,-1,자부심,명사
5537,-1,장차,부사
5538,-1,재미없다,형용사
5540,-1,저편,대명사
5547,-1,정신과,명사
5549,-1,제도적,명사
5551,-1,조절,명사
5552,-1,주거,명사
5553,-1,주스,명사
5554,-1,준비되다,동사
5555,-1,중단되다,동사
5556,-1,중요시하다,동사
5557,-1,지점,명사
5559,-1,진단하다,동사
5567,-1,콜라,명사
5568,-1,타다,동사
5570,-1,편견,명사
5572,-1,플라스틱,명사
5575,-1,환율,명사
5576,-1,활기,명사
5577,-1,강사,명사
5578,-1,강수량,명사
5582,-1,교대,명사
5583,-1,구청,명사
5584,-1,국내외,명사
5586,-1,금지되다,동사
5587,-1,기도하다,동사
5588,-1,기성,명사
5589,-1,깨뜨리다,동사
5590,-1,꼼짝,부사
5594,-1,남학생,명사
5595,-1,농사일,명사
5596,-1,농장,명사
5598,-1,데이트,명사
5602,-1,되돌아가다,동사
5603,-1,두부,명사
5604,-1,들이켜다,동사
5605,-1,따라다니다,동사
5606,-1,라운드,명사
5608,-1,마음가짐,명사
5610,-1,머리칼,명사
5613,-1,모,관사
5615,-1,바퀴,명사
5619,-1,번개,명사
5620,-1,변화되다,동사
5621,-1,부러워하다,동사
5622,-1,부재,명사
5626,-1,사망,명사
5628,-1,생,명사
5629,-1,서늘하다,형용사
5631,-1,성경,명사
5633,-1,소요되다,동사
5634,-1,소화하다,동사
5637,-1,순간적,명사
5638,-1,시집가다,동사
5639,-1,시청,명사
5641,-1,싶어지다,보조사
5642,-1,씌우다,동사
5644,-1,야간,명사
5646,-1,엇갈리다,동사
5649,-1,엷다,형용사
5650,-1,오락,명사
5651,-1,오른손,명사
5654,-1,우아하다,형용사
5656,-1,이것저것,명사
5657,-1,이슬,명사
5658,-1,인간관계,명사
5660,-1,장기간,명사
5661,-1,저자,명사
5662,-1,전선,명사
5666,-1,정지,명사
5667,-1,제의하다,동사
5668,-1,조명,명사
5669,-1,조화되다,동사
5673,-1,줄거리,명사
5674,-1,중단,명사
5679,-1,차선,명사
5680,-1,착각하다,동사
5684,-1,초상화,명사
5686,-1,출장,명사
5687,-1,쿠데타,명사
5690,-1,퇴근,명사
5691,-1,특수성,명사
5694,-1,항공기,명사
5698,-1,활발히,부사
5700,-1,회화,명사
5702,-1,흥미롭다,형용사
5704,-1,가져다주다,동사
5706,-1,각오,명사
5708,-1,개방되다,동사
5711,-1,겨자,명사
5712,-1,경고하다,동사
5713,-1,경제학,명사
5717,-1,골프,명사
5720,-1,관심사,명사
5722,-1,구별되다,동사
5723,-1,국사,명사
5724,-1,굳히다,동사
5725,-1,귀국,명사
5726,-1,그간,명사
5727,-1,그럴듯하다,형용사
5728,-1,극작가,명사
5730,-1,기,명사
5732,-1,기울다,동사
5733,-1,기적,명사
5736,-1,끌리다,동사
5737,-1,내보내다,동사
