rank,frequency,word,pos
1314,-1,비판,명사
1315,-1,빌리다,동사
1316,-1,세대,명사
1317,-1,축구,명사
1318,-1,형님,명사
1319,-1,놓이다,동사
1320,-1,당장,명사
1322,-1,밝다,형용사
1323,-1,사물,명사
1324,-1,일반적,명사
1325,-1,장소,명사
1326,-1,곱다,형용사
1327,-1,바닥,명사
1329,-1,새끼,명사
1330,-1,생각되다,동사
1331,-1,서비스,명사
1332,-1,선택하다,동사
1333,-1,심다,동사
1334,-1,적다,동사
1335,-1,코,명사
1336,-1,간단하다,형용사
1337,-1,고등학교,명사
1338,-1,공개,명사
1339,-1,교실,명사
1340,-1,스스로,명사
1341,-1,견디다,동사
1342,-1,기사,명사
1344,-1,막히다,동사
1345,-1,매체,명사
1346,-1,별,명사
1347,-1,복잡하다,형용사
1348,-1,뿌리다,동사
1349,-1,영역,명사
1350,-1,체험,명사
1351,-1,구속,명사
1353,-1,때로,부사
1354,-1,어쩌면,부사
1355,-1,극복하다,동사
1356,-1,불법,명사
1357,-1,비밀,명사
1358,-1,색,명사
1359,-1,쓰이다,동사
1360,-1,일정하다,형용사
1361,-1,다지다,동사
1362,-1,밝혀지다,동사
1363,-1,아까,부사
1364,-1,알맞다,형용사
1365,-1,이념,명사
1366,-1,희다,형용사
1367,-1,가리키다,동사
1368,-1,모시다,동사
1369,-1,발달,명사
1370,-1,수많다,형용사
1371,-1,잘못,명사
1372,-1,치르다,동사
1373,-1,평화,명사
1374,-1,공사,명사
1375,-1,돌,명사
1376,-1,똑같다,형용사
1377,-1,박사,명사
1378,-1,성,명사
1379,-1,전문가,명사
1380,-1,단지,부사
1381,-1,말씀하다,동사
1382,-1,무용,명사
1383,-1,불리다,동사
1384,-1,싸움,명사
1385,-1,자꾸,부사
1386,-1,차리다,동사
1387,-1,해외,명사
1388,-1,그리,부사
1389,-1,뜨다,동사
1390,-1,문화재,명사
1391,-1,미소,명사
1392,-1,보통,명사
1393,-1,식당,명사
1394,-1,의미하다,동사
1396,-1,체육,명사
1397,-1,구성되다,동사
1398,-1,독특하다,형용사
1399,-1,땀,명사
1400,-1,사례,명사
1401,-1,소개하다,동사
1402,-1,잘되다,동사
1403,-1,추진하다,동사
1404,-1,칠월,명사
1405,-1,틀,명사
1406,-1,평균,명사
1408,-1,훈련,명사
1409,-1,흐름,명사
1410,-1,십이월,명사
1411,-1,쌓이다,동사
1412,-1,이익,명사
1413,-1,쥐다,동사
1414,-1,컵,명사
1415,-1,게다가,부사
1416,-1,끓이다,동사
1417,-1,논문,명사
1418,-1,멈추다,동사
1419,-1,사용되다,동사
1420,-1,오랫동안,명사
1421,-1,위기,명사
1422,-1,정당,명사
1423,-1,종이,명사
1424,-1,찾아가다,동사
1425,-1,폭력,명사
1426,-1,혹시,부사
1427,-1,늘다,동사
1428,-1,양,명사
1430,-1,절차,명사
1431,-1,진짜,부사
1432,-1,계시다,보조사
1433,-1,공기,명사
1434,-1,닿다,동사
1435,-1,물론,명사
1436,-1,속하다,동사
1437,-1,올림픽,명사
1438,-1,이외,명사
1439,-1,재미,명사
1440,-1,제공하다,동사
1441,-1,증가하다,동사
1442,-1,기대,명사
1443,-1,떡,명사
1444,-1,식물,명사
1445,-1,옛,관사
1446,-1,외치다,동사
1447,-1,적어도,부사
1449,-1,편하다,형용사
1451,-1,권리,명사
1452,-1,끝내다,동사
1453,-1,대답,명사
1454,-1,시작,명사
1455,-1,어려움,명사
1456,-1,일주일,명사
1457,-1,자원,명사
1458,-1,춤,명사
1459,-1,넘기다,동사
1460,-1,드리다,동사
1461,-1,물체,명사
1462,-1,분명히,부사
1463,-1,시위,명사
1464,-1,아무것,명사
1465,-1,온,관사
1466,-1,젖다,동사
1467,-1,제외하다,동사
1468,-1,최대,명사
1469,-1,평소,명사
1470,-1,견해,명사
1471,-1,깨끗하다,형용사
1472,-1,농사,명사
1473,-1,더구나,부사
1474,-1,안정,명사
1475,-1,어둠,명사
1476,-1,어둡다,형용사
1477,-1,어쨌든,부사
1478,-1,주택,명사
1480,-1,고장,명사
1481,-1,관련하다,동사
1482,-1,눈길,명사
1483,-1,물어보다,동사
1484,-1,미안하다,형용사
1485,-1,밀다,동사
1486,-1,스트레스,명사
1487,-1,음,감탄사
1488,-1,인사,명사
1489,-1,주어지다,동사
1490,-1,고려하다,동사
1491,-1,과일,명사
1492,-1,널리,부사
1493,-1,농촌,명사
1494,-1,올라오다,동사
1495,-1,챙기다,동사
1496,-1,고르다,동사
1497,-1,바르다,동사
1498,-1,벌어지다,동사
1499,-1,소재,명사
1500,-1,전망,명사
1501,-1,포기하다,동사
1502,-1,형성되다,동사
1503,-1,고치다,동사
1504,-1,그림자,명사
1505,-1,눈,명사
1506,-1,다하다,동사
1507,-1,마침내,부사
1508,-1,비교하다,동사
1509,-1,시월,명사
1510,-1,커지다,동사
1511,-1,한쪽,명사
1512,-1,검사,명사
1513,-1,결론,명사
1515,-1,들이다,동사
1516,-1,맡기다,동사
1517,-1,박물관,명사
1519,-1,소문,명사
1520,-1,싣다,동사
1521,-1,쌓다,동사
1522,-1,어서,부사
1523,-1,자녀,명사
1524,-1,제목,명사
1525,-1,짓,명사
1526,-1,판결,명사
1527,-1,팔월,명사
1528,-1,하얗다,형용사
1529,-1,희망,명사
1530,-1,가방,명사
1531,-1,군대,명사
1532,-1,그만큼,부사
1533,-1,무어,대명사
1534,-1,비로소,부사
1536,-1,상대방,명사
1537,-1,서구,명사
1538,-1,소유,명사
1539,-1,시골,명사
1540,-1,실수,명사
1541,-1,잘못되다,동사
1542,-1,치료,명사
1543,-1,폭,명사
1545,-1,내밀다,동사
1546,-1,맞다,동사
1547,-1,부문,명사
1548,-1,시리즈,명사
1549,-1,임신,명사
1550,-1,잡히다,동사
1552,-1,규정,명사
1554,-1,밭,명사
1555,-1,분석하다,동사
1556,-1,식구,명사
1557,-1,아예,부사
1558,-1,어찌,부사
1559,-1,울리다,동사
1560,-1,작용하다,동사
1561,-1,확실하다,형용사
1562,-1,개선,명사
1563,-1,그릇,명사
1564,-1,글자,명사
1565,-1,바람직하다,형용사
1566,-1,연구하다,동사
1567,-1,착하다,형용사
1569,-1,개,명사
1571,-1,라디오,명사
1574,-1,부동산,명사
1575,-1,신화,명사
1578,-1,직업,명사
1579,-1,거두다,동사
1581,-1,방학,명사
1582,-1,범위,명사
1583,-1,조상,명사
1584,-1,철학,명사
1585,-1,검다,형용사
1586,-1,곁,명사
1587,-1,근본적,명사
1588,-1,너희,대명사
1589,-1,대형,명사
1590,-1,따다,동사
1591,-1,문제점,명사
1592,-1,본격적,명사
1593,-1,불가능하다,형용사
1594,-1,인제,부사
1595,-1,충격,명사
1596,-1,퍼지다,동사
1597,-1,금방,부사
1598,-1,남쪽,명사
1599,-1,누르다,동사
1600,-1,미술,명사
1601,-1,백성,명사
1602,-1,상당히,부사
1603,-1,색깔,명사
1604,-1,요리,명사
1605,-1,유명하다,형용사
1606,-1,자네,대명사
1607,-1,기,명사
1608,-1,꽤,부사
1610,-1,서로,명사
1611,-1,외국인,명사
1612,-1,한참,명사
1613,-1,군사,명사
1614,-1,끊다,동사
1615,-1,넘어가다,동사
1616,-1,담기다,동사
1617,-1,마당,명사
1619,-1,부인,명사
1620,-1,서두르다,동사
1621,-1,지적,명사
1622,-1,짝,명사
1623,-1,참으로,부사
1624,-1,충분하다,형용사
1625,-1,기쁘다,형용사
1626,-1,뛰다,동사
1627,-1,숙제,명사
1628,-1,앞두다,동사
1629,-1,예산,명사
1630,-1,온갖,관사
1631,-1,우려,명사
1632,-1,우산,명사
1633,-1,기쁨,명사
1634,-1,깊이,부사
1635,-1,꾸미다,동사
1636,-1,늘리다,동사
1637,-1,무릎,명사
1638,-1,발견되다,동사
1639,-1,보호하다,동사
1641,-1,시스템,명사
1642,-1,이용,명사
1643,-1,지난달,명사
1644,-1,지르다,동사
1645,-1,참여,명사
1647,-1,걸음,명사
1648,-1,겨우,부사
1649,-1,마르다,동사
1650,-1,비교적,부사
1651,-1,애쓰다,동사
1652,-1,올바르다,형용사
1653,-1,책상,명사
1654,-1,춥다,형용사
1655,-1,흔하다,형용사
1657,-1,높아지다,동사
1658,-1,늙다,동사
1659,-1,단위,명사
1660,-1,둘째,수사
1661,-1,뛰어나다,형용사
1662,-1,무겁다,형용사
1664,-1,상상,명사
1665,-1,소득,명사
1666,-1,수도,명사
1667,-1,역,명사
1668,-1,인식하다,동사
1669,-1,자,명사
1670,-1,침대,명사
1673,-1,뜨다,동사
1674,-1,맺다,동사
1675,-1,수요,명사
1676,-1,스타,명사
1677,-1,시계,명사
1679,-1,입술,명사
1680,-1,잎,명사
1681,-1,중간,명사
1682,-1,지도자,명사
1683,-1,천천히,부사
1684,-1,구성하다,동사
1685,-1,대체로,부사
1686,-1,때리다,동사
1687,-1,몹시,부사
1688,-1,문득,부사
1689,-1,스포츠,명사
1690,-1,위원장,명사
1692,-1,저기,대명사
1693,-1,특별하다,형용사
1694,-1,효과적,명사
1695,-1,가까이,부사
1696,-1,낫다,형용사
1697,-1,넘어서다,동사
1698,-1,볶다,동사
1699,-1,생산하다,동사
1700,-1,언젠가,부사
1701,-1,예술가,명사
1702,-1,의도,명사
1703,-1,저지르다,동사
1704,-1,줄어들다,동사
1706,-1,가만히,부사
1708,-1,교회,명사
1709,-1,대개,부사
1711,-1,외부,명사
1712,-1,한두,관사
1713,-1,한때,명사
1714,-1,화,명사
1715,-1,흙,명사
1716,-1,가난하다,형용사
1717,-1,고객,명사
1718,-1,과학자,명사
1719,-1,관광,명사
1720,-1,살아오다,동사
1721,-1,상대적,명사
1722,-1,수술,명사
1723,-1,식품,명사
1724,-1,연기,명사
1725,-1,일월,명사
1728,-1,첫째,수사
1730,-1,회원,명사
1732,-1,도서관,명사
1733,-1,들려오다,동사
1735,-1,조금씩,부사
1736,-1,조미료,명사
1737,-1,풀리다,동사
1738,-1,강력하다,형용사
1739,-1,들여다보다,동사
1740,-1,마늘,명사
1741,-1,선물,명사
1742,-1,습관,명사
1743,-1,아주머니,명사
1744,-1,위험,명사
1745,-1,지하,명사
1746,-1,활용하다,동사
1747,-1,가꾸다,동사
1748,-1,고민,명사
1749,-1,떠올리다,동사
1750,-1,맨,관사
1751,-1,법률,명사
1752,-1,상처,명사
1754,-1,좁다,형용사
1755,-1,지하철,명사
1756,-1,집다,동사
1757,-1,현,관사
1758,-1,화면,명사
1760,-1,대표적,명사
1761,-1,만일,명사
1762,-1,사회적,명사
1763,-1,생겨나다,동사
1764,-1,이어,부사
1765,-1,주부,명사
1766,-1,진리,명사
1767,-1,태양,명사
1768,-1,틀림없다,형용사
1769,-1,프로,명사
1770,-1,피다,동사
1772,-1,공급,명사
1773,-1,도로,명사
1774,-1,동료,명사
1775,-1,잘못,부사
1776,-1,지다,동사
1777,-1,채우다,동사
1778,-1,균형,명사
1779,-1,기본적,명사
1780,-1,부족,명사
1781,-1,사무실,명사
1783,-1,이월,명사
1784,-1,일요일,명사
1785,-1,접근,명사
1786,-1,지켜보다,동사
1788,-1,개성,명사
1790,-1,달리다,동사
1791,-1,더하다,동사
1792,-1,띄다,동사
1793,-1,무너지다,동사
1794,-1,보통,부사
1795,-1,쓰다,동사
1797,-1,이러다,동사
1798,-1,일어서다,동사
1799,-1,죄,명사
1800,-1,참,감탄사
1801,-1,총장,명사
1802,-1,핵심,명사
1803,-1,후반,명사
1804,-1,단순히,부사
1805,-1,달려가다,동사
1806,-1,방문,명사
1807,-1,불만,명사
1808,-1,불편하다,형용사
1809,-1,실제,명사
1810,-1,종,명사
1811,-1,피,명사
1812,-1,강,명사
1814,-1,관객,명사
1815,-1,동작,명사
1816,-1,뜻하다,동사
1817,-1,막,부사
1819,-1,비싸다,형용사
1820,-1,숫자,명사
1821,-1,열,명사
1822,-1,왼쪽,명사
1823,-1,중세,명사
1824,-1,택시,명사
1825,-1,통합,명사
1827,-1,계산,명사
1828,-1,꼬리,명사
1829,-1,놀랍다,형용사
1831,-1,양식,명사
1832,-1,예전,명사
1833,-1,저,감탄사
1834,-1,전기,명사
1835,-1,주식,명사
1837,-1,틀리다,동사
1839,-1,끊임없이,부사
1840,-1,모델,명사
1841,-1,붓다,동사
1842,-1,상식,명사
1843,-1,상표,명사
1844,-1,시원하다,형용사
1845,-1,아니하다,보조사
1846,-1,어디,감탄사
1847,-1,의식하다,동사
1848,-1,고모,명사
1849,-1,궁금하다,형용사
1850,-1,둘러싸다,동사
1851,-1,딱,부사
1852,-1,뛰다,동사
1854,-1,민주화,명사
1855,-1,보도,명사
1856,-1,살피다,동사
1859,-1,않다,동사
1860,-1,약하다,형용사
1861,-1,잘못하다,동사
1862,-1,잡지,명사
1864,-1,거부하다,동사
1865,-1,공무원,명사
1866,-1,그만두다,동사
1867,-1,댁,명사
1868,-1,반갑다,형용사
1869,-1,부족,명사
1870,-1,실시,명사
1871,-1,운명,명사
1873,-1,재정,명사
1874,-1,차라리,부사
1875,-1,학자,명사
1876,-1,다녀오다,동사
1877,-1,달다,동사
1878,-1,대규모,명사
1879,-1,동,관사
1880,-1,민간,명사
1881,-1,법원,명사
1882,-1,비디오,명사
1883,-1,사실상,부사
1884,-1,아끼다,동사
1885,-1,이쪽,대명사
1888,-1,지대,명사
1890,-1,판단하다,동사
1891,-1,행복하다,형용사
1892,-1,굽다,동사
1893,-1,기름,명사
1894,-1,실천하다,동사
1895,-1,쏟아지다,동사
1896,-1,연습,명사
1897,-1,오른쪽,명사
1898,-1,용어,명사
1899,-1,익히다,동사
1901,-1,지도,명사
1902,-1,지위,명사
1903,-1,풍부하다,형용사
1904,-1,화장실,명사
1905,-1,기억하다,동사
1907,-1,식량,명사
1908,-1,실험,명사
1909,-1,용기,명사
1912,-1,토론,명사
1914,-1,핵,명사
1915,-1,고급,명사
1916,-1,고생,명사
1918,-1,미치다,동사
1919,-1,밟다,동사
1920,-1,상당하다,형용사
1921,-1,섞다,동사
1922,-1,수석,명사
1925,-1,없애다,동사
1928,-1,이뤄지다,동사
1930,-1,적절하다,형용사
1931,-1,정상,명사
1932,-1,제사,명사
1933,-1,주말,명사
1934,-1,지혜,명사
1935,-1,참새,명사
1936,-1,화장품,명사
1937,-1,굵다,형용사
1939,-1,깨끗이,부사
1940,-1,낡다,형용사
1941,-1,내년,명사
1942,-1,농산물,명사
1943,-1,눈앞,명사
1944,-1,대학생,명사
1945,-1,방문하다,동사
1946,-1,붉다,형용사
1947,-1,사고,명사
1948,-1,순서,명사
1949,-1,아무래도,부사
1950,-1,연구소,명사
1951,-1,올,관사
1952,-1,위대하다,형용사
1953,-1,이사,명사
1954,-1,지배하다,동사
1955,-1,틈,명사
1956,-1,가령,부사
1958,-1,거대하다,형용사
1959,-1,닫다,동사
1960,-1,드물다,형용사
1961,-1,들르다,동사
1962,-1,매달리다,동사
1963,-1,생일,명사
1964,-1,섬,명사
1965,-1,이하,명사
1966,-1,참석하다,동사
1967,-1,토대,명사
1968,-1,해결,명사
1969,-1,행복,명사
1970,-1,걸어가다,동사
1971,-1,근로자,명사
1972,-1,글쎄,감탄사
1973,-1,목숨,명사
1974,-1,백화점,명사
1975,-1,변화하다,동사
1976,-1,병,명사
1977,-1,빠져나가다,동사
1978,-1,안녕하다,형용사
1979,-1,여론,명사
1980,-1,의복,명사
1981,-1,체조,명사
1982,-1,출발하다,동사
1984,-1,현실적,명사
1985,-1,화제,명사
1986,-1,결정되다,동사
1987,-1,고양이,명사
1988,-1,공격,명사
1990,-1,물가,명사
1991,-1,민주주의,명사
1992,-1,불안,명사
1993,-1,소중하다,형용사
1994,-1,여유,명사
1995,-1,의문,명사
1996,-1,중학교,명사
1998,-1,파도,명사
1999,-1,흰색,명사
2000,-1,가수,명사
2001,-1,단,관사
2004,-1,방송국,명사
2005,-1,빛나다,동사
2006,-1,숨다,동사
2007,-1,실리다,동사
2008,-1,압력,명사
2009,-1,예금,명사
2010,-1,예상되다,동사
2012,-1,입학,명사
2014,-1,증권,명사
2015,-1,직후,명사
2016,-1,차량,명사
2017,-1,출산,명사
2024,-1,물다,동사
2025,-1,선진국,명사
2027,-1,약,명사
2028,-1,어느새,부사
2030,-1,재판,명사
2031,-1,저쪽,대명사
2032,-1,제자,명사
2033,-1,창문,명사
2035,-1,치즈,명사
2036,-1,회복,명사
2037,-1,구역,명사
2038,-1,대응,명사
2039,-1,반대하다,동사
2040,-1,발휘하다,동사
2041,-1,소비,명사
2042,-1,심장,명사
2043,-1,아이고,감탄사
2047,-1,조용히,부사
2048,-1,중소기업,명사
2049,-1,직접적,명사
2050,-1,진실,명사
2051,-1,필자,명사
2052,-1,협력,명사
2053,-1,가스,명사
2054,-1,계층,명사
2055,-1,구멍,명사
2057,-1,담당,명사
2059,-1,만화,명사
2060,-1,먹이다,동사
2061,-1,무시하다,동사
2062,-1,보도하다,동사
2063,-1,살짝,부사
2064,-1,생각나다,동사
2065,-1,우유,명사
2066,-1,인상,명사
2067,-1,차갑다,형용사
2068,-1,철저하다,형용사
2069,-1,태아,명사
2070,-1,관찰하다,동사
2071,-1,괜히,부사
2072,-1,끼다,동사
2073,-1,날개,명사
2075,-1,눈빛,명사
2076,-1,단지,명사
2077,-1,두르다,동사
2078,-1,드디어,부사
2079,-1,물속,명사
2080,-1,민주,명사
2082,-1,성공하다,동사
2083,-1,소나무,명사
2084,-1,여기저기,명사
2085,-1,여인,명사
2086,-1,운영하다,동사
2089,-1,평가하다,동사
2090,-1,표,명사
2091,-1,필요성,명사
2092,-1,감추다,동사
2094,-1,머무르다,동사
2095,-1,모,대명사
2096,-1,부위,명사
2097,-1,비우다,동사
2098,-1,설치하다,동사
2099,-1,십일월,명사
2100,-1,싸다,동사
2101,-1,아울러,부사
2103,-1,지시,명사
2106,-1,형성하다,동사
2107,-1,형제,명사
2108,-1,화려하다,형용사
2109,-1,거울,명사
2110,-1,덧붙이다,동사
2111,-1,딴,관사
2112,-1,몇몇,관사
2113,-1,무기,명사
2114,-1,세계적,명사
2115,-1,안전,명사
2116,-1,양파,명사
2117,-1,이상,명사
2118,-1,일종,명사
2119,-1,처지,명사
2120,-1,촬영,명사
2121,-1,타다,동사
2122,-1,틀다,동사
2123,-1,형편,명사
2124,-1,가지,명사
2125,-1,감다,동사
2126,-1,고추,명사
2127,-1,규칙,명사
2128,-1,본질,명사
2129,-1,비치다,동사
2130,-1,빵,명사
2131,-1,서서히,부사
2132,-1,스승,명사
2133,-1,신분,명사
2134,-1,실시되다,동사
2135,-1,아마도,부사
2136,-1,안방,명사
2137,-1,앓다,동사
2138,-1,어제,부사
2140,-1,오직,부사
2141,-1,위험하다,형용사
2143,-1,자신,명사
2144,-1,잠시,명사
2145,-1,졸업하다,동사
2146,-1,증거,명사
2147,-1,초점,명사
2148,-1,포함되다,동사
2150,-1,호랑이,명사
2151,-1,강화하다,동사
2152,-1,공포,명사
2153,-1,권위,명사
2154,-1,덜,부사
2155,-1,둥글다,형용사
2157,-1,미루다,동사
2158,-1,본래,명사
2159,-1,부엌,명사
2160,-1,세금,명사
2162,-1,실정,명사
2163,-1,영양,명사
2164,-1,육체,명사
2165,-1,입구,명사
2166,-1,잔뜩,부사
2167,-1,적극,명사
2168,-1,최소한,명사
2169,-1,펼쳐지다,동사
2170,-1,경험하다,동사
2171,-1,그이,대명사
2172,-1,넘치다,동사
2173,-1,놓치다,동사
2174,-1,대기,명사
2175,-1,독립,명사
2176,-1,돌아보다,동사
2177,-1,또다시,부사
2178,-1,머릿속,명사
2179,-1,북쪽,명사
2180,-1,불안하다,형용사
2181,-1,쇠고기,명사
2182,-1,위반,명사
2183,-1,주,명사
2184,-1,카드,명사
2185,-1,평생,명사
2186,-1,해당하다,동사
2187,-1,간부,명사
2189,-1,관념,명사
2190,-1,굉장히,부사
2192,-1,단어,명사
2193,-1,덮다,동사
2194,-1,도와주다,동사
2195,-1,도입,명사
2196,-1,몰다,동사
2197,-1,배우,명사
2198,-1,비추다,동사
2199,-1,신발,명사
2200,-1,알,명사
2201,-1,앞서다,동사
2202,-1,여건,명사
2203,-1,오래전,명사
2204,-1,자격,명사
2205,-1,통제,명사
2206,-1,계단,명사
2207,-1,김치,명사
2208,-1,끄덕이다,동사
2209,-1,낯설다,형용사
2210,-1,높이,명사
2211,-1,닮다,동사
2212,-1,마음속,명사
2213,-1,못지않다,형용사
2214,-1,반영하다,동사
2216,-1,뼈,명사
2217,-1,성장하다,동사
2218,-1,소속,명사
2219,-1,연결되다,동사
2220,-1,장사,명사
2221,-1,제작,명사
2222,-1,제한,명사
2223,-1,차다,동사
2224,-1,추진,명사
2225,-1,취하다,동사
2226,-1,콩,명사
2227,-1,한숨,명사
2228,-1,헤어지다,동사
2229,-1,구입하다,동사
2230,-1,날다,동사
2231,-1,너머,명사
2232,-1,동기,명사
2233,-1,마련,명사
2234,-1,살,명사
2235,-1,선장,명사
2236,-1,설탕,명사
2237,-1,순수하다,형용사
2238,-1,스타일,명사
2239,-1,시점,명사
2240,-1,싸다,형용사
2241,-1,의사,명사
2243,-1,집중,명사
2244,-1,코드,명사
2245,-1,큰일,명사
2246,-1,거짓말,명사
2248,-1,대단하다,형용사
2249,-1,대단히,부사
2250,-1,마주,부사
2251,-1,세계관,명사
2252,-1,어제,명사
2253,-1,온통,부사
2254,-1,의존하다,동사
2255,-1,자세히,부사
2256,-1,점심,명사
2257,-1,정확히,부사
2258,-1,지치다,동사
2259,-1,청년,명사
2260,-1,혀,명사
2261,-1,확대하다,동사
2262,-1,후춧가루,명사
2263,-1,건설하다,동사
2264,-1,경쟁력,명사
2265,-1,마침,부사
2266,-1,신용,명사
2267,-1,연락,명사
2268,-1,온몸,명사
2269,-1,정,명사
2270,-1,정신적,명사
2271,-1,증상,명사
2272,-1,출연하다,동사
2273,-1,칼,명사
2274,-1,한꺼번에,부사
2275,-1,강제,명사
2276,-1,건너다,동사
2277,-1,깨다,동사
2278,-1,낚시,명사
2279,-1,다가가다,동사
2280,-1,뛰어들다,동사
2281,-1,문자,명사
2282,-1,묻다,동사
2283,-1,비롯되다,동사
2284,-1,슬프다,형용사
2285,-1,신부,명사
2286,-1,여겨지다,동사
2287,-1,오징어,명사
2288,-1,요금,명사
2289,-1,용돈,명사
2290,-1,위주,명사
2291,-1,음료,명사
2292,-1,의자,명사
2293,-1,전자,명사
2294,-1,전해지다,동사
2295,-1,전환,명사
2297,-1,진행,명사
2298,-1,카메라,명사
2299,-1,통증,명사
2300,-1,편리하다,형용사
2301,-1,하천,명사
2302,-1,현금,명사
2303,-1,화학,명사
2304,-1,활발하다,형용사
2305,-1,가리다,동사
2306,-1,거칠다,형용사
2307,-1,그나마,부사
2308,-1,그야말로,부사
2309,-1,껍질,명사
2310,-1,남부,명사
2311,-1,명령,명사
2312,-1,몰래,부사
2313,-1,무조건,부사
2314,-1,반장,명사
2315,-1,부근,명사
2316,-1,선택,명사
2319,-1,역사가,명사
2320,-1,연구자,명사
2321,-1,연기자,명사
2322,-1,워낙,부사
2323,-1,정리,명사
2324,-1,조그맣다,형용사
2325,-1,줄기,명사
2326,-1,찾아내다,동사
2327,-1,토요일,명사
2329,-1,경찰관,명사
2330,-1,권하다,동사
2331,-1,극장,명사
2332,-1,끝내,부사
2333,-1,대문,명사
2334,-1,더욱이,부사
2335,-1,별도,명사
2336,-1,비극,명사
2339,-1,솜씨,명사
2340,-1,시내,명사
2341,-1,신,명사
2343,-1,실내,명사
2344,-1,쏟다,동사
2345,-1,연결하다,동사
2346,-1,외교,명사
2348,-1,주머니,명사
2350,-1,계약,명사
2351,-1,과장,명사
2352,-1,극,명사
2353,-1,나란히,부사
2354,-1,다방,명사
2356,-1,부끄럽다,형용사
2357,-1,성공,명사
2358,-1,수행하다,동사
2359,-1,신청,명사
2360,-1,실로,부사
2361,-1,아픔,명사
2362,-1,알아듣다,동사
2363,-1,약간,명사
2364,-1,연기,명사
2366,-1,이동,명사
2367,-1,인연,명사
2368,-1,일행,명사
2372,-1,지도,명사
2373,-1,지식인,명사
2374,-1,진지하다,형용사
2375,-1,치다,동사
2376,-1,호흡,명사
2377,-1,흔들리다,동사
2378,-1,근본,명사
2379,-1,기온,명사
2380,-1,날아가다,동사
2381,-1,많아지다,동사
2382,-1,바위,명사
2383,-1,버릇,명사
2384,-1,비판하다,동사
2385,-1,빨갛다,형용사
2386,-1,세워지다,동사
2387,-1,술집,명사
2388,-1,쉬다,동사
2390,-1,오랜만,명사
2392,-1,일부러,부사
2393,-1,전체적,명사
2394,-1,절반,명사
2395,-1,접근하다,동사
2397,-1,편안하다,형용사
2398,-1,풍경,명사
2399,-1,확실히,부사
2400,-1,흩어지다,동사
2401,-1,갈다,동사
2402,-1,교류,명사
2403,-1,글쓰기,명사
2404,-1,기후,명사
2405,-1,내내,부사
2406,-1,대기업,명사
2407,-1,대응하다,동사
2408,-1,도구,명사
2409,-1,매력,명사
2410,-1,백,관사
2411,-1,보험,명사
2412,-1,부럽다,형용사
2413,-1,부장,명사
2414,-1,섞이다,동사
2415,-1,소,명사
2416,-1,심리,명사
2417,-1,심정,명사
2418,-1,쏘다,동사
2419,-1,아줌마,명사
2420,-1,위치하다,동사
2421,-1,이룩하다,동사
2422,-1,이틀,명사
2424,-1,전달하다,동사
2425,-1,정말로,부사
2426,-1,추다,동사
2427,-1,켜다,동사
2428,-1,코너,명사
2429,-1,행동하다,동사
2430,-1,형사,명사
2431,-1,희곡,명사
2432,-1,감동,명사
2433,-1,공항,명사
2434,-1,군인,명사
2435,-1,굳이,부사
2436,-1,그늘,명사
2437,-1,급하다,형용사
2438,-1,달걀,명사
2439,-1,대중문화,명사
2440,-1,마련되다,동사
2441,-1,마루,명사
2442,-1,무게,명사
2443,-1,물기,명사
2444,-1,성적,명사
2445,-1,솔직히,부사
2446,-1,시도하다,동사
2447,-1,아니요,감탄사
2449,-1,예절,명사
2451,-1,인상,명사
2452,-1,인터넷,명사
2454,-1,적용하다,동사
2455,-1,전통적,명사
2456,-1,참가하다,동사
2457,-1,치마,명사
2458,-1,친척,명사
2459,-1,특정하다,형용사
2460,-1,호텔,명사
2461,-1,경계,명사
2462,-1,공식,명사
2463,-1,그다지,부사
2464,-1,긴장,명사
2465,-1,깎다,동사
2466,-1,다리,명사
2468,-1,따라가다,동사
2469,-1,머물다,동사
2470,-1,명예,명사
2471,-1,뱃사람,명사
2472,-1,부처,명사
2473,-1,숙이다,동사
2474,-1,아가씨,명사
2475,-1,온도,명사
2476,-1,이마,명사
2477,-1,절대로,부사
2478,-1,지붕,명사
2479,-1,지원하다,동사
2480,-1,진짜,명사
2482,-1,짙다,형용사
2483,-1,창밖,명사
2484,-1,청소,명사
2486,-1,침묵,명사
2487,-1,텍스트,명사
2488,-1,표면,명사
2489,-1,햇살,명사
2490,-1,객관적,명사
2491,-1,걱정하다,동사
2492,-1,경제적,명사
2493,-1,구름,명사
2494,-1,구석,명사
2495,-1,끄다,동사
2496,-1,담당하다,동사
2497,-1,둥지,명사
2499,-1,벗기다,동사
2500,-1,부대,명사
2501,-1,불빛,명사
2502,-1,서클,명사
2503,-1,시청자,명사
2504,-1,실체,명사
2506,-1,엄격하다,형용사
2507,-1,완벽하다,형용사
2508,-1,완전하다,형용사
2510,-1,절,명사
2512,-1,종업원,명사
2513,-1,증가,명사
2514,-1,출연,명사
2515,-1,학기,명사
2516,-1,한동안,명사
2518,-1,후기,명사
2520,-1,계절,명사
2522,-1,만지다,동사
2523,-1,목사,명사
2524,-1,바늘,명사
2525,-1,버티다,동사
2527,-1,분포하다,동사
2528,-1,비중,명사
2530,-1,수입,명사
2531,-1,아이디어,명사
2532,-1,양쪽,명사
2533,-1,예컨대,부사
2534,-1,운동장,명사
2535,-1,전개,명사
2536,-1,접촉,명사
2538,-1,짐,명사
2539,-1,풀,명사
2540,-1,해마다,부사
